entry_id,pidgin_text,english_gloss,sentiment,emotion_category,emotion_secondary,register,sarcasm_flag,prosody_match,annotator_notes,topic_domain,speaker_gender,intensity,source_type,date_added
WZ-T-0192,E don finish,It is finished — done,neutral,neutral,,casual,no,matched,Something has ended or been completed,life,neutral,1,original,2026-04-24
WZ-T-0193,Na so e be,That is how it is,neutral,neutral,,casual,no,matched,Acceptance of a situation,life,neutral,1,original,2026-04-24
WZ-T-0194,God dey,God is there — reassurance,positive,prayer_gratitude,,casual,no,matched,Faith-based reassurance,faith,neutral,1,original,2026-04-24
WZ-T-0195,I go pray for you,I will pray for you,positive,prayer_gratitude,,casual,no,matched,Offering spiritual support,faith,neutral,1,original,2026-04-24
WZ-T-0196,Make God help us,May God help us,positive,prayer_gratitude,,casual,no,matched,Collective prayer expression,faith,neutral,1,original,2026-04-24
WZ-T-0197,I don chop,I have eaten,positive,joy,,casual,no,matched,Satisfied after eating,food,neutral,1,original,2026-04-24
WZ-T-0198,Water don finish,The water is finished,neutral,neutral,,casual,no,matched,Stating water has run out,life,neutral,1,original,2026-04-24
WZ-T-0199,You gats wise up,You need to wise up,neutral,neutral,,street,no,matched,Firm advice — warning someone to be more alert and streetwise — cautionary not angry,social,neutral,2,original,2026-04-24
WZ-T-0200,Body go tell you,Your body will show the consequences,negative,hustle_fatigue,,street,no,matched,Body will eventually reveal the effects of your actions — warning,life,neutral,2,original,2026-04-24
WZ-T-0201,you don do am?,have you done it?,neutral,neutral,,casual,no,matched,Question checking if an action has been completed — no strong emotional charge,life,neutral,1,original,2026-02-27
WZ-T-0202,You never see thank you na em you dey find very much,You have not seen basic gratitude yet you want more,negative,forming,,casual,yes,matched,Sarcasm about ingratitude — someone ungrateful expecting more,social,neutral,3,original,2026-04-27
WZ-T-0203,You go hear am,You will face consequences,negative,anger,,street,yes,matched,Implicit threat said casually but means serious consequence coming,conflict,neutral,3,original,2026-04-27
WZ-T-0204,Feel at home feel at home na so visitor take dey spoil television,Make yourself at home is how visitors end up ruining things,negative,sarcasm,,proverbial,yes,matched,Proverbial sarcasm about guests overstepping boundaries,social,neutral,2,original,2026-04-27
WZ-T-0205,No cut people off when your account balance no reach to buy knife,Do not act big when you are broke,negative,sarcasm,,proverbial,yes,matched,Proverbial sarcasm targeting financial pretension,money,neutral,3,original,2026-04-27
WZ-T-0206,Today newspaper na tomorrow suya wrap,Today fame is temporary,negative,sarcasm,,proverbial,yes,matched,Sarcastic take on hype and temporary relevance,social,neutral,2,original,2026-04-27
WZ-T-0207,Cow wey dey hurry to go America go come back as corn beef,Rushing into bad decisions has consequences,negative,sarcasm,,proverbial,yes,matched,Proverbial warning against rushing — sarcastic delivery,life,neutral,3,original,2026-04-27
WZ-T-0208,Person wey dey sleep with itchy anus de wake up with smelly fingers,Actions have consequences you cannot avoid,negative,sarcasm,,proverbial,yes,matched,Proverbial sarcastic warning about inevitable consequences,life,neutral,3,original,2026-04-27
WZ-T-0209,You go dey trust man,This is what you get for trusting a man,negative,betrayal,,street,no,matched,Betrayal by a man — warning against male trust,relationship,neutral,3,original,2026-04-27
WZ-T-0210,You go dey trust Adam,This is what trusting a man gets you,negative,betrayal,,street,no,matched,Adam as symbolic reference for all men — deeper betrayal register,relationship,neutral,3,original,2026-04-27
WZ-T-0211,You go dey trust woman,This is what you get for trusting a woman,negative,betrayal,,street,no,matched,Betrayal by a woman,relationship,neutral,3,original,2026-04-27
WZ-T-0212,You go dey trust Eve,This is what trusting a woman gets you,negative,betrayal,,street,no,matched,Eve as symbolic reference for all women — deeper betrayal register,relationship,neutral,3,original,2026-04-27
WZ-T-0213,Na my person do me this thing,My own trusted person did this to me,negative,betrayal,,casual,no,matched,Betrayal from someone close — my person signals trusted inner circle,relationship,neutral,3,original,2026-04-27
WZ-T-0214,I trust am with my life,I trusted them completely and was betrayed,negative,betrayal,,casual,no,matched,Past tense implies trust was broken — deep betrayal,relationship,neutral,3,original,2026-04-27
WZ-T-0215,Snake dey inside grass,Danger hides among trusted people,negative,betrayal,suspicion,proverbial,no,matched,Proverbial warning about hidden enemies in trusted circles,social,neutral,3,original,2026-04-27
WZ-T-0216,Na who dey near you go wound you,Those closest to you will hurt you,negative,betrayal,,proverbial,no,matched,Proverbial — betrayal comes from close relationships not strangers,relationship,neutral,3,original,2026-04-27
WZ-T-0217,I dey carry belle,I am pregnant,positive,joy,,casual,no,matched,Announcing pregnancy — belly carrying metaphor,health,female,2,original,2026-05-05
WZ-T-0218,My belle don show,My pregnancy is showing now,positive,joy,,casual,no,matched,Pregnancy becoming visible — social announcement register,health,female,2,original,2026-05-05
WZ-T-0219,I dey feel nausea since morning,I have been feeling nauseous since morning,negative,neutral,,casual,no,matched,Morning sickness description — very common maternal complaint,health,female,2,original,2026-05-05
WZ-T-0220,My back dey kill me,My back is killing me — pregnancy pain,negative,hustle_fatigue,,casual,no,matched,Pregnancy back pain — female speaker context,health,female,3,original,2026-05-05
WZ-T-0221,I no fit sleep since third trimester start,I haven't been able to sleep since the third trimester began,negative,hustle_fatigue,,casual,no,matched,Third trimester insomnia — very common maternal complaint,health,female,2,original,2026-05-05
WZ-T-0222,Midwife tell me say pikin dey head down,The midwife told me the baby is in head-down position,positive,joy,prayer_gratitude,casual,no,matched,Positive positioning news from midwife — relief and gratitude,health,female,2,original,2026-05-05
WZ-T-0223,My breast dey pain me since I born,My breasts have been painful since I gave birth,negative,neutral,,casual,no,matched,Postpartum breast pain — breastfeeding context,health,female,2,original,2026-05-05
WZ-T-0224,I don born oh,I have given birth,positive,celebration,prayer_gratitude,casual,no,matched,Birth announcement — overwhelming joy and relief,health,female,3,original,2026-05-05
WZ-T-0225,Them do me CS,They did a caesarean section on me,neutral,neutral,,casual,no,matched,C-section report — matter of fact postpartum statement,health,female,2,original,2026-05-05
WZ-T-0226,My pikin no wan suck breast,My baby is refusing to breastfeed,negative,hustle_fatigue,suspicion,casual,no,matched,Breastfeeding difficulty — new mother concern,health,female,2,original,2026-05-05
WZ-T-0227,Postnatal dey stress me,Postnatal care is stressing me out,negative,hustle_fatigue,,casual,no,matched,Postpartum overwhelm — new mother exhaustion,health,female,2,original,2026-05-05
WZ-T-0228,I dey feel like weeping since I born,I have been feeling like crying since I gave birth,negative,hustle_fatigue,,casual,no,matched,Postpartum emotional vulnerability — possible baby blues or PPD,health,female,3,original,2026-05-05
WZ-T-0229,Nobody tell me say after birth go hard like this,Nobody told me postpartum would be this difficult,negative,betrayal,hustle_fatigue,casual,no,matched,Postpartum shock — feeling unwarned and overwhelmed,health,female,3,original,2026-05-05
WZ-T-0230,My period don show,My period has arrived,neutral,neutral,,casual,no,matched,Menstruation arrival — neutral factual statement,health,female,1,original,2026-05-05
WZ-T-0231,Cramp dey wound me,Cramps are killing me,negative,neutral,,casual,no,matched,Period cramp pain — very common female health complaint,health,female,3,original,2026-05-05
WZ-T-0232,My period too much this month,My period flow is too heavy this month,negative,neutral,,casual,no,matched,Heavy menstrual bleeding — concern about flow,health,female,2,original,2026-05-05
WZ-T-0233,I never see my period this month,I haven't seen my period this month,negative,suspicion,,casual,no,matched,Missed period — anxiety and uncertainty,health,female,2,original,2026-05-05
WZ-T-0234,Abeg which painkiller good for cramp?,Please which painkiller is good for cramps?,negative,neutral,,casual,no,matched,Seeking advice for period pain — direct health question,health,female,2,original,2026-05-05
WZ-T-0235,My flow don stop,My period has stopped,positive,neutral,,casual,no,matched,End of period — relief statement,health,female,1,original,2026-05-05
WZ-T-0236,I dey feel somehow since last week,I have been feeling off since last week,negative,hustle_fatigue,,casual,no,matched,Vague low mood — female speaker seeking support,health,female,2,original,2026-05-05
WZ-T-0237,I just dey cry anyhow,I just keep crying for no reason,negative,hustle_fatigue,,casual,no,matched,Unexplained emotional tears — possible depression or overwhelm,health,female,3,original,2026-05-05
WZ-T-0238,My heart dey heavy,My heart feels heavy,negative,hustle_fatigue,,casual,no,matched,Emotional weight and sadness — intimate register,health,female,2,original,2026-05-05
WZ-T-0239,I no fit talk wetin I dey feel,I cannot explain what I am feeling,negative,neutral,,casual,no,matched,Difficulty articulating emotions — mental health register,health,female,2,original,2026-05-05
WZ-T-0240,E be like say anxiety wan catch me,It feels like anxiety is catching up with me,negative,hustle_fatigue,,casual,no,matched,Anxiety awareness — female speaker identifying her state,health,female,2,original,2026-05-05
WZ-T-0241,I no wan hear noise today at all,I don't want to hear any noise today at all,negative,hustle_fatigue,,casual,no,matched,Sensory overwhelm and exhaustion — need for quiet,health,female,2,original,2026-05-05
WZ-T-0242,I need make somebody hold me,I need someone to hold me,negative,craving,,casual,no,matched,Craving physical comfort and support — vulnerable emotional state,health,female,3,original,2026-05-05
WZ-T-0243,I don dey feel am since after I lost am,I have been feeling it since after I lost the pregnancy,negative,betrayal,hustle_fatigue,casual,no,matched,Grief after miscarriage — deeply personal loss register,health,female,3,original,2026-05-05
WZ-T-0244,My mama health no dey fine since last month,My mother's health has not been good since last month,negative,neutral,hustle_fatigue,casual,no,matched,Caring for sick parent — daughter as caregiver,health,female,2,original,2026-05-05
WZ-T-0245,I dey carry my pikin go hospital every week,I take my child to the hospital every week,negative,hustle_fatigue,,casual,no,matched,Chronic child illness burden — mother as caregiver,health,female,2,original,2026-05-05
WZ-T-0246,Doctor say make she come back for checkup,The doctor said she should come back for a checkup,neutral,neutral,,casual,no,matched,Reporting doctor's instruction for dependent — caregiver role,health,female,1,original,2026-05-05
WZ-T-0247,The drugs don finish again,The medications have run out again,negative,hustle_fatigue,,casual,no,matched,Medication supply anxiety — caregiver managing chronic condition,health,female,2,original,2026-05-05
WZ-T-0248,I dey run up and down for this hospital since morning,I have been running around this hospital since morning,negative,hustle_fatigue,,street,no,matched,Hospital navigation exhaustion — caregiver in Nigerian hospital system,health,female,3,original,2026-05-05
WZ-T-0249,Make I ask doctor wetin cause am,Let me ask the doctor what caused it,neutral,neutral,,casual,no,matched,Advocating for patient — caregiver seeking medical explanation,health,female,1,original,2026-05-05
WZ-T-0250,I wan go do pap smear,I want to go for a pap smear,neutral,neutral,,casual,no,matched,Seeking preventive gynecological care,health,female,1,original,2026-05-05
WZ-T-0251,I dey feel pain for down,I am feeling pain down there — pelvic or vaginal pain,negative,neutral,,casual,no,matched,Pelvic pain — indirect but clear female health complaint,health,female,2,original,2026-05-05
WZ-T-0252,My discharge change colour,My discharge has changed colour,negative,suspicion,,casual,no,matched,Noticing change in vaginal discharge — seeking explanation,health,female,2,original,2026-05-05
WZ-T-0253,I think say I get infection,I think I have an infection,negative,suspicion,,casual,no,matched,Self-diagnosis of possible infection — common female concern,health,female,2,original,2026-05-05
WZ-T-0254,Them say make I do scan,They said I should do an ultrasound scan,neutral,neutral,,casual,no,matched,Ultrasound referral — standard health instruction,health,female,1,original,2026-05-05
WZ-T-0255,My fibroid dey pain me,My fibroid is causing me pain,negative,hustle_fatigue,,casual,no,matched,Fibroid pain — very common Nigerian women's health issue,health,female,3,original,2026-05-05
WZ-T-0256,Doctor say my fibroid don grow,The doctor said my fibroid has grown,negative,shock,hustle_fatigue,casual,no,matched,Shock at fibroid growth news from doctor,health,female,3,original,2026-05-05
WZ-T-0257,I dey manage the fibroid pain everyday,I manage the fibroid pain every day,negative,hustle_fatigue,,casual,no,matched,Chronic pain management — daily resilience,health,female,2,original,2026-05-05
WZ-T-0258,I don do the test — result dey negative,I have done the test — the result is negative,positive,joy,prayer_gratitude,casual,no,matched,Negative test result — relief and gratitude,health,female,2,original,2026-05-05
WZ-T-0259,My dear rest oh,My dear please rest,positive,neutral,,casual,no,matched,Advice from one woman to another to rest — support register,health,female,1,original,2026-05-05
WZ-T-0260,Drink water my sister,Drink water my sister — hydration advice,positive,neutral,,casual,no,matched,Hydration reminder — women supporting each other register,health,female,1,original,2026-05-05
WZ-T-0261,Have you eat today?,Have you eaten today?,neutral,neutral,,casual,no,matched,Care check about eating — woman to woman concern,health,female,1,original,2026-05-05
WZ-T-0262,Your body no be machine abeg,Your body is not a machine please — take care of yourself,negative,hustle_fatigue,,casual,no,matched,Reminding someone to rest and care for themselves,health,female,2,original,2026-05-05
WZ-T-0263,You too dey overwork yourself,You overwork yourself too much,negative,hustle_fatigue,,casual,no,matched,Concerned observation about overworking — caring rebuke,health,female,2,original,2026-05-05
WZ-T-0264,He never call me back,He hasn't called me back,negative,suspicion,,casual,no,matched,Waiting for callback — romantic anxiety register,relationship,female,2,original,2026-05-05
WZ-T-0265,This man dey take me for granted,This man takes me for granted,negative,anger,betrayal,casual,no,matched,Feeling undervalued in relationship — direct statement,relationship,female,3,original,2026-05-05
WZ-T-0266,I don tire for this relationship,I am tired of this relationship,negative,hustle_fatigue,,casual,no,matched,Relationship exhaustion — worn down by repeated patterns,relationship,female,3,original,2026-05-05
WZ-T-0267,He say e love me but action no show,He says he loves me but his actions don't show it,negative,betrayal,suspicion,casual,no,matched,Gap between words and actions — female relationship frustration,relationship,female,3,original,2026-05-05
WZ-T-0268,I just want make somebody appreciate me,I just want someone to appreciate me,negative,craving,,casual,no,matched,Longing for appreciation — emotional vulnerability,relationship,female,2,original,2026-05-05
WZ-T-0269,We been dey argue since yesterday,We have been arguing since yesterday,negative,anger,,casual,no,matched,Ongoing argument — relationship tension,relationship,female,2,original,2026-05-05
WZ-T-0270,I forgive am but I no forget,I forgave him but I haven't forgotten,negative,betrayal,,casual,no,matched,Complex forgiveness without forgetting — female emotional register,relationship,female,2,original,2026-05-05
WZ-T-0271,E no easy to trust person again,It is not easy to trust someone again,negative,betrayal,suspicion,casual,no,matched,Post-betrayal difficulty with trust,relationship,female,2,original,2026-05-05
WZ-T-0272,My heart dey for am but my head say no,My heart is with him but my head says no,negative,hustle_fatigue,suspicion,casual,no,matched,Heart vs head conflict — classic female romantic dilemma,relationship,female,3,original,2026-05-05
WZ-T-0273,He bring me flower today after everything wey e do,He brought me flowers today after everything he did,neutral,contempt,,casual,no,matched,Sarcasm — gesture too small for offense committed,relationship,female,2,original,2026-05-05
WZ-T-0274,We don talk am settle,We have talked and settled it,positive,joy,,casual,no,matched,Reconciliation after conflict — relief,relationship,female,2,original,2026-05-05
WZ-T-0275,Na my person this,This is my person — deep loyalty,positive,celebration,pride,casual,no,matched,Claiming someone as your person — love and ownership,relationship,female,2,original,2026-05-05
WZ-T-0276,God answer my prayer oh,God answered my prayer,positive,prayer_gratitude,,casual,no,matched,Testimony of answered prayer — female faith register,faith,female,3,original,2026-05-05
WZ-T-0277,I been dey pray for this for long,I have been praying for this for a long time,positive,prayer_gratitude,joy,casual,no,matched,Long-awaited prayer answered — deep gratitude,faith,female,3,original,2026-05-05
WZ-T-0278,God no go shame me,God will not put me to shame,positive,prayer_gratitude,pride,casual,no,matched,Faith declaration against shame — common female prayer register,faith,female,2,original,2026-05-05
WZ-T-0279,I carry am go God hand,I have placed it in God's hands,positive,prayer_gratitude,,casual,no,matched,Surrendering a burden to God — releasing control,faith,female,2,original,2026-05-05
WZ-T-0280,God see wetin dem do me,God sees what they did to me,negative,prayer_gratitude,betrayal,casual,no,matched,Appealing to God as witness after being wronged,faith,female,3,original,2026-05-05
WZ-T-0281,My God no go fail me,My God will not fail me,positive,prayer_gratitude,,casual,no,matched,Faith affirmation under pressure — strong conviction,faith,female,3,original,2026-05-05
WZ-T-0282,E be God wey do am,It is God who did it,positive,prayer_gratitude,celebration,casual,no,matched,Attributing breakthrough to God — testimony register,faith,female,3,original,2026-05-05
WZ-T-0283,I go fast and pray for am,I will fast and pray about it,neutral,prayer_gratitude,,casual,no,matched,Committing to fasting and prayer — spiritual action,faith,female,2,original,2026-05-05
WZ-T-0284,These people dey talk too much for my matter,These people talk too much about my business,negative,anger,,casual,no,matched,Frustration at gossip about oneself — female social complaint,social,female,2,original,2026-05-05
WZ-T-0285,She no like me from day one,She has never liked me from day one,negative,betrayal,suspicion,casual,no,matched,Longstanding dislike — female social observation,social,female,2,original,2026-05-05
WZ-T-0286,She too fake,She is too fake,negative,contempt,,street,no,matched,Calling out fakeness — female social judgment,social,female,2,original,2026-05-05
WZ-T-0287,I no get time for fake friends,I don't have time for fake friends,negative,forming,,street,no,matched,Rejecting fake friendships — boundary statement,social,female,2,original,2026-05-05
WZ-T-0288,My girls we move together,My girls we go together,positive,celebration,,street,no,matched,Female solidarity and group loyalty — hype energy,social,female,3,original,2026-05-05
WZ-T-0289,She carry my matter go tell everybody,She took my matter and told everybody,negative,betrayal,anger,casual,no,matched,Betrayal of confidence — gossip betrayal,social,female,3,original,2026-05-05
WZ-T-0290,I no send any of them,I don't care about any of them,negative,forming,,street,no,matched,Complete indifference to social group — deliberate unbothered energy,social,female,2,original,2026-05-05
WZ-T-0291,See as she come dress,Look at how she came dressed,negative,neutral,,street,no,matched,Commenting on someone's appearance — social judgment,social,female,2,original,2026-05-05
WZ-T-0292,She too dey form she no dey collect advice,She is too proud to take advice,negative,forming,anger,casual,no,matched,Calling out pride that blocks growth,social,female,2,original,2026-05-05
WZ-T-0293,We are not on the same level abeg,We are not on the same level please,negative,pride,,street,no,matched,Asserting superiority — distancing from someone,social,female,2,original,2026-05-05
WZ-T-0294,I dey root for you always,I am always rooting for you,positive,celebration,,casual,no,matched,Female support and encouragement — loyalty register,social,female,2,original,2026-05-05
WZ-T-0295,You too do anyhow,You behave anyhow — no regard,negative,anger,,casual,no,matched,Rebuking careless behavior — female direct register,social,female,2,original,2026-05-05
WZ-T-0296,My oga never promote me and I don work there three years,My boss hasn't promoted me and I have worked there three years,negative,betrayal,anger,casual,no,matched,Stagnation and lack of recognition at work — female experience,work,female,3,original,2026-05-05
WZ-T-0297,They no take woman serious for this office,They do not take women seriously in this office,negative,anger,betrayal,casual,no,matched,Gender discrimination at workplace — direct observation,work,female,3,original,2026-05-05
WZ-T-0298,I get am because I work for am not because of man,I got it because I worked for it not because of a man,positive,pride,,street,no,matched,Asserting independent achievement — rejecting patronage narrative,work,female,3,original,2026-05-05
WZ-T-0299,I dey balance work and pikin and e no easy,I am balancing work and child and it is not easy,negative,hustle_fatigue,,casual,no,matched,Working mother burden — double shift reality,work,female,3,original,2026-05-05
WZ-T-0300,I wan leave this work,I want to leave this job,negative,hustle_fatigue,,casual,no,matched,Desire to quit — work dissatisfaction,work,female,2,original,2026-05-05
WZ-T-0301,I build this thing myself from nothing,I built this thing myself from nothing,positive,pride,celebration,street,no,matched,Female founder pride — self-made achievement,work,female,3,original,2026-05-05
WZ-T-0302,Nobody go give you anything you go take am,Nobody will give you anything you have to take it,positive,pride,hustle_fatigue,street,no,matched,Female hustle philosophy — take what is yours,work,female,3,original,2026-05-05
WZ-T-0303,E no easy to be woman for this industry,It is not easy to be a woman in this industry,negative,hustle_fatigue,anger,casual,no,matched,Navigating male-dominated space — female industry reflection,work,female,2,original,2026-05-05
WZ-T-0304,My time go come and dem go know my name,My time will come and they will know my name,positive,pride,craving,street,no,matched,Female ambition and patience — determination under invisibility,work,female,3,original,2026-05-05
WZ-T-0305,I dey carry too much for my chest,I am carrying too much in my chest — emotional burden,negative,hustle_fatigue,,casual,no,matched,Emotional weight stored internally — female burden register,emotion,female,3,original,2026-05-05
WZ-T-0306,I just want make somebody understand me,I just want someone to understand me,negative,craving,,casual,no,matched,Deep desire to be understood — emotional longing,emotion,female,2,original,2026-05-05
WZ-T-0307,I dey smile for outside but inside different,I carry a smile on the outside but inside is different,negative,hustle_fatigue,hustle_fatigue,casual,no,matched,Masking pain — public smile private suffering,emotion,female,3,original,2026-05-05
WZ-T-0308,The thing just dey pain me,It just hurts,negative,betrayal,,casual,no,matched,Simple pain acknowledgement — no elaboration needed,emotion,female,2,original,2026-05-05
WZ-T-0309,I dey happy for real this time,I am genuinely happy this time,positive,joy,,casual,no,matched,Distinguishing real happiness from performed — authentic joy,emotion,female,2,original,2026-05-05
WZ-T-0310,I cook am with love,I cooked it with love,positive,joy,,casual,no,matched,Pride in cooking with care — female domestic warmth,food,female,2,original,2026-05-05
WZ-T-0311,Make I check wetin dey pot,Let me check what is in the pot,neutral,neutral,,casual,no,matched,Checking on cooking — domestic female register,food,female,1,original,2026-05-05
WZ-T-0312,This soup dey sweet because I put heart,This soup is delicious because I put my heart into it,positive,joy,pride,casual,no,matched,Pride in cooking outcome — female culinary satisfaction,food,female,2,original,2026-05-05
WZ-T-0313,I no know wetin to cook today,I don't know what to cook today,negative,hustle_fatigue,,casual,no,matched,Decision fatigue around cooking — common female domestic pressure,food,female,1,original,2026-05-05
WZ-T-0314,Abeg show me how you make this stew,Please show me how you make this stew,positive,joy,,casual,no,matched,Learning cooking from another woman — knowledge sharing register,food,female,1,original,2026-05-05
WZ-T-0315,Life dey stress me but I no go give up,Life is stressing me but I will not give up,negative,hustle_fatigue,pride,casual,no,matched,Resilience statement under pressure — female determination,life,female,3,original,2026-05-05
WZ-T-0316,Nobody go understand the things wey I don pass,Nobody will understand what I have been through,negative,hustle_fatigue,betrayal,casual,no,matched,Solitary struggle — unseen suffering female register,life,female,3,original,2026-05-05
WZ-T-0317,I don come far from where I start,I have come far from where I started,positive,pride,celebration,casual,no,matched,Reflecting on personal progress — quiet female pride,life,female,3,original,2026-05-05
WZ-T-0318,E no always easy to be woman,It is not always easy to be a woman,negative,hustle_fatigue,,casual,no,matched,Reflection on the weight of womanhood — matter of fact,life,female,2,original,2026-05-05
WZ-T-0319,I dey build my own thing small small,I am building my own thing little by little,positive,pride,craving,casual,no,matched,Quiet ambition building — female founder register,life,female,2,original,2026-05-05
WZ-T-0320,Thank you Jesus,Thank you Jesus,positive,prayer_gratitude,,casual,no,matched,Simple direct thanksgiving — most common Nigerian female faith expression,faith,female,1,original,2026-05-05
WZ-T-0321,I just dey testify,I am just testifying — giving testimony,positive,prayer_gratitude,celebration,casual,no,matched,Testimony register — sharing God's goodness publicly,faith,female,3,original,2026-05-05
WZ-T-0322,God wey do am before go do am again,The God who did it before will do it again,positive,prayer_gratitude,pride,casual,no,matched,Faith declaration based on past testimony — forward-looking,faith,female,3,original,2026-05-05
WZ-T-0323,I dey grateful for small things,I am grateful for small things,positive,prayer_gratitude,,casual,no,matched,Cultivating gratitude for everyday blessings — quiet faith,faith,female,1,original,2026-05-05
WZ-T-0324,Everything wey I ask God for don come,Everything I asked God for has come,positive,prayer_gratitude,celebration,casual,no,matched,Complete fulfillment of prayer — overflow of gratitude,faith,female,3,original,2026-05-05
WZ-T-0325,God know why e happen like this,God knows why it happened this way,positive,prayer_gratitude,hustle_fatigue,casual,no,matched,Finding peace through trust in God's plan despite confusion,faith,female,2,original,2026-05-05
WZ-T-0326,I thank God say I wake up,I thank God that I woke up,positive,prayer_gratitude,,casual,no,matched,Morning gratitude for life — very common Nigerian devotional expression,faith,female,1,original,2026-05-05
WZ-T-0327,Na God carry me reach here,It is God who brought me this far,positive,prayer_gratitude,pride,casual,no,matched,Attributing journey to divine guidance — testimony register,faith,female,3,original,2026-05-05
WZ-T-0328,I go give God all the glory,I will give God all the glory,positive,prayer_gratitude,celebration,casual,no,matched,Dedicating achievement to God — standard Nigerian Christian register,faith,female,2,original,2026-05-05
WZ-T-0329,Make God protect my pikin,May God protect my child,positive,prayer_gratitude,,casual,no,matched,Maternal prayer for child's protection — intimate faith,faith,female,2,original,2026-05-05
WZ-T-0330,I dey crave attention now,I am craving attention right now,negative,craving,,casual,no,matched,Honest admission of craving attention — female vulnerability,emotion,female,2,original,2026-05-05
WZ-T-0331,I wan something sweet,I want something sweet,positive,craving,,casual,no,matched,Food craving — universally relatable female experience,food,female,1,original,2026-05-05
WZ-T-0332,I dey crave peace,I am craving peace,negative,craving,hustle_fatigue,casual,no,matched,Craving calm after sustained chaos — female burnout register,emotion,female,2,original,2026-05-05
WZ-T-0333,I wan my own house bad bad,I really want my own house badly,negative,craving,hustle_fatigue,casual,no,matched,Housing craving — material stability desire very common Nigerian female aspiration,life,female,3,original,2026-05-05
WZ-T-0334,I dey crave better,I am yearning for better,negative,craving,hustle_fatigue,casual,no,matched,General craving for improvement — aspirational restlessness,life,female,2,original,2026-05-05
WZ-T-0335,I wan chop good food today,I want to eat good food today,positive,craving,joy,casual,no,matched,Food craving with anticipatory joy,food,female,2,original,2026-05-05
WZ-T-0336,My body dey crave rest,My body is craving rest,negative,craving,hustle_fatigue,casual,no,matched,Physical craving for rest — body speaking,health,female,2,original,2026-05-05
WZ-T-0337,This price no make sense abeg,This price doesn't make sense please,negative,market_energy,,casual,no,matched,Price frustration — female market negotiation register,money,female,2,original,2026-05-05
WZ-T-0338,How you take calculate this one?,How did you calculate this one?,negative,market_energy,suspicion,casual,no,matched,Challenging a price with rhetorical suspicion — Lagos market female,money,female,2,original,2026-05-05
WZ-T-0339,Come down small for me na,Come down a little for me now,neutral,market_energy,,casual,no,matched,Gentle price negotiation request — female buyer register,money,female,1,original,2026-05-05
WZ-T-0340,You no dey fear God with this price?,Do you not fear God with this price?,negative,sarcasm,market_energy,street,yes,matched,Sarcastic moral appeal in market negotiation — very Nigerian female register,money,female,3,original,2026-05-05
WZ-T-0341,I dey buy from you every time and you still dey charge me full price?,I buy from you every time and you still charge me full price?,negative,market_energy,anger,casual,no,matched,Loyalty not being rewarded — female market complaint,money,female,2,original,2026-05-05
WZ-T-0342,Last price I give you na last price,The last price I gave you is the last price,negative,market_energy,pride,street,no,matched,Firm final offer — female seller holding her price,money,female,2,original,2026-05-05
WZ-T-0343,I go come back when you don reduce am,I will come back when you reduce it,neutral,market_energy,,casual,no,matched,Walking away tactic — classic Lagos market move,money,female,1,original,2026-05-05
WZ-T-0344,I no send you,I don't care about you — dismissal,negative,forming,,street,no,matched,Cold dismissal — female conflict register,conflict,female,2,original,2026-05-05
WZ-T-0345,Try me and see,Try me and see what happens,negative,anger,pride,street,no,matched,Warning dare — female asserting she will respond,conflict,female,3,original,2026-05-05
WZ-T-0346,You think say I be fool?,Do you think I am a fool?,negative,anger,suspicion,casual,no,matched,Challenging disrespect — female direct register,conflict,female,2,original,2026-05-05
WZ-T-0347,I no dey beg person,I do not beg anyone,negative,pride,,street,no,matched,Pride statement — refusing to lower herself to beg,conflict,female,2,original,2026-05-05
WZ-T-0348,You go regret am,You will regret it,negative,anger,suspicion,street,no,matched,"Consequence warning — not quite a threat, more a prediction",conflict,female,2,original,2026-05-05
WZ-T-0349,I go collect wetin belong to me,I will collect what belongs to me,negative,anger,pride,street,no,matched,Asserting right to what is hers — female self-advocacy,conflict,female,3,original,2026-05-05
WZ-T-0350,Make we settle this thing like adults,Let us settle this thing like adults,neutral,neutral,,casual,no,matched,De-escalation attempt — female seeking resolution,conflict,female,1,original,2026-05-05
WZ-T-0351,I don talk my own,I have said my piece,neutral,pride,,casual,no,matched,Closing a conflict conversation — final word register,conflict,female,2,original,2026-05-05
WZ-T-0352,Nobody go silence me,Nobody will silence me,positive,pride,,street,no,matched,Female defiance of silencing — strong self-assertion,motivation,female,3,original,2026-05-05
WZ-T-0353,I dey build even when dem no believe,I am building even when they don't believe,positive,pride,hustle_fatigue,casual,no,matched,Building under doubt — quiet female determination,motivation,female,3,original,2026-05-05
WZ-T-0354,My story never finish,My story is not over yet,positive,pride,craving,casual,no,matched,Refusing narrative closure — female resilience register,motivation,female,3,original,2026-05-05
WZ-T-0355,oya dey watch me,Watch me — I will prove it,positive,pride,,street,no,matched,Challenge acceptance — two words carrying full female defiance,motivation,female,3,original,2026-05-05
WZ-T-0356,I carry myself reach here,I carried myself here — self-made,positive,pride,celebration,street,no,matched,Self-made declaration — no help narrative,motivation,female,3,original,2026-05-05
WZ-T-0357,My darling how you dey?,My darling how are you?,positive,joy,,casual,no,matched,Warm intimate greeting — female affectionate address,greeting,female,1,original,2026-05-05
WZ-T-0358,E don do? You don rest?,Is it okay now? Have you rested?,positive,neutral,,casual,no,matched,Checking someone has recovered — female caregiving greeting,greeting,female,1,original,2026-05-05
